        soln	      dist_x	      dist_z	       Ti_fr	       Tf_fr	       Tm_fr	        Days	
          54	       0.428	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          55	       0.436	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          56	       0.444	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          57	       0.452	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          58	        0.46	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          59	       0.468	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          60	       0.476	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          61	       0.484	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          62	       0.492	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          63	         0.5	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          64	       0.508	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          65	       0.516	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          66	       0.524	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          67	       0.532	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          68	        0.54	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          69	       0.548	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          70	       0.556	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          71	       0.564	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          72	       0.572	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          73	        0.58	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          74	       0.588	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          75	       0.596	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          76	       0.604	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          77	       0.612	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          78	        0.62	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          79	       0.628	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          80	       0.636	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          81	       0.644	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          82	       0.652	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          83	        0.66	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          84	       0.668	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          85	       0.676	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          86	       0.684	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          87	       0.692	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          88	         0.7	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          89	       0.708	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          90	       0.716	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          91	       0.724	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          92	       0.732	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          93	        0.74	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          94	       0.748	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          95	       0.756	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          96	       0.764	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          97	       0.772	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          98	        0.78	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
          99	       0.788	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
         100	       0.796	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
         101	         0.8	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 2.1333e-002	
           0	           0	 0.0000e+000	 1.0000e+000	 0.0000e+000	 0.0000e+000	 3.2000e-002	
           1	       0.004	 0.0000e+000	 7.6310e-001	 2.3690e-001	 0.0000e+000	 3.2000e-002	
           2	       0.012	 0.0000e+000	 6.7970e-001	 3.2030e-001	 0.0000e+000	 3.2000e-002	
           3	        0.02	 0.0000e+000	 5.4525e-001	 4.5475e-001	 0.0000e+000	 3.2000e-002	
           4	       0.028	 0.0000e+000	 3.9977e-001	 6.0023e-001	 0.0000e+000	 3.2000e-002	
           5	       0.036	 0.0000e+000	 2.7053e-001	 7.2947e-001	 0.0000e+000	 3.2000e-002	
           6	       0.044	 0.0000e+000	 1.6794e-001	 8.3206e-001	 0.0000e+000	 3.2000e-002	
           7	       0.052	 0.0000e+000	 9.4366e-002	 9.0563e-001	 0.0000e+000	 3.2000e-002	
           8	        0.06	 0.0000e+000	 4.7174e-002	 9.5283e-001	 0.0000e+000	 3.2000e-002	
           9	       0.068	 0.0000e+000	 2.0803e-002	 9.7920e-001	 0.0000e+000	 3.2000e-002	
          10	       0.076	 0.0000e+000	 7.9579e-003	 9.9204e-001	 0.0000e+000	 3.2000e-002	
          11	       0.084	 0.0000e+000	 2.5684e-003	 9.9743e-001	 0.0000e+000	 3.2000e-002	
          12	       0.092	 0.0000e+000	 6.7084e-004	 9.9933e-001	 0.0000e+000	 3.2000e-002	
          13	         0.1	 0.0000e+000	 1.3290e-004	 9.9987e-001	 0.0000e+000	 3.2000e-002	
          14	       0.108	 0.0000e+000	 1.7945e-005	 9.9998e-001	 0.0000e+000	 3.2000e-002	
          15	       0.116	 0.0000e+000	 1.2621e-006	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          16	       0.124	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          17	       0.132	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          18	        0.14	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          19	       0.148	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          20	       0.156	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          21	       0.164	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          22	       0.172	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          23	        0.18	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          24	       0.188	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          25	       0.196	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          26	       0.204	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          27	       0.212	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          28	        0.22	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          29	       0.228	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          30	       0.236	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          31	       0.244	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          32	       0.252	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          33	        0.26	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          34	       0.268	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          35	       0.276	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          36	       0.284	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          37	       0.292	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          38	         0.3	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          39	       0.308	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          40	       0.316	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          41	       0.324	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          42	       0.332	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          43	        0.34	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          44	       0.348	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          45	       0.356	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          46	       0.364	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          47	       0.372	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          48	        0.38	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          49	       0.388	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          50	       0.396	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          51	       0.404	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          52	       0.412	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          53	        0.42	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          54	       0.428	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          55	       0.436	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          56	       0.444	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          57	       0.452	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          58	        0.46	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          59	       0.468	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          60	       0.476	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          61	       0.484	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          62	       0.492	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          63	         0.5	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          64	       0.508	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          65	       0.516	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          66	       0.524	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          67	       0.532	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          68	        0.54	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          69	       0.548	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          70	       0.556	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          71	       0.564	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          72	       0.572	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          73	        0.58	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          74	       0.588	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          75	       0.596	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          76	       0.604	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          77	       0.612	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          78	        0.62	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          79	       0.628	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          80	       0.636	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          81	       0.644	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          82	       0.652	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          83	        0.66	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          84	       0.668	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          85	       0.676	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          86	       0.684	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          87	       0.692	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          88	         0.7	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          89	       0.708	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          90	       0.716	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          91	       0.724	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          92	       0.732	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          93	        0.74	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          94	       0.748	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          95	       0.756	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          96	       0.764	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          97	       0.772	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          98	        0.78	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
          99	       0.788	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
         100	       0.796	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
         101	         0.8	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 3.2000e-002	
           0	           0	 0.0000e+000	 1.0000e+000	 0.0000e+000	 0.0000e+000	 4.2667e-002	
           1	       0.004	 0.0000e+000	 8.3624e-001	 1.6376e-001	 0.0000e+000	 4.2667e-002	
           2	       0.012	 0.0000e+000	 7.7270e-001	 2.2730e-001	 0.0000e+000	 4.2667e-002	
           3	        0.02	 0.0000e+000	 6.6552e-001	 3.3448e-001	 0.0000e+000	 4.2667e-002	
           4	       0.028	 0.0000e+000	 5.3984e-001	 4.6016e-001	 0.0000e+000	 4.2667e-002	
           5	       0.036	 0.0000e+000	 4.1433e-001	 5.8567e-001	 0.0000e+000	 4.2667e-002	
           6	       0.044	 0.0000e+000	 2.9937e-001	 7.0063e-001	 0.0000e+000	 4.2667e-002	
           7	       0.052	 0.0000e+000	 2.0206e-001	 7.9794e-001	 0.0000e+000	 4.2667e-002	
           8	        0.06	 0.0000e+000	 1.2648e-001	 8.7352e-001	 0.0000e+000	 4.2667e-002	
           9	       0.068	 0.0000e+000	 7.3112e-002	 9.2689e-001	 0.0000e+000	 4.2667e-002	
          10	       0.076	 0.0000e+000	 3.8784e-002	 9.6122e-001	 0.0000e+000	 4.2667e-002	
          11	       0.084	 0.0000e+000	 1.8731e-002	 9.8127e-001	 0.0000e+000	 4.2667e-002	
          12	       0.092	 0.0000e+000	 8.1617e-003	 9.9184e-001	 0.0000e+000	 4.2667e-002	
          13	         0.1	 0.0000e+000	 3.1744e-003	 9.9683e-001	 0.0000e+000	 4.2667e-002	
          14	       0.108	 0.0000e+000	 1.0868e-003	 9.9891e-001	 0.0000e+000	 4.2667e-002	
          15	       0.116	 0.0000e+000	 3.2126e-004	 9.9968e-001	 0.0000e+000	 4.2667e-002	
          16	       0.124	 0.0000e+000	 7.9801e-005	 9.9992e-001	 0.0000e+000	 4.2667e-002	
          17	       0.132	 0.0000e+000	 1.6019e-005	 9.9998e-001	 0.0000e+000	 4.2667e-002	
          18	        0.14	 0.0000e+000	 2.4446e-006	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          19	       0.148	 0.0000e+000	 2.5403e-007	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          20	       0.156	 0.0000e+000	 1.3639e-008	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          21	       0.164	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          22	       0.172	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          23	        0.18	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          24	       0.188	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          25	       0.196	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          26	       0.204	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          27	       0.212	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          28	        0.22	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          29	       0.228	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          30	       0.236	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          31	       0.244	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          32	       0.252	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          33	        0.26	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          34	       0.268	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          35	       0.276	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          36	       0.284	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          37	       0.292	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          38	         0.3	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          39	       0.308	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          40	       0.316	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          41	       0.324	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          42	       0.332	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          43	        0.34	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          44	       0.348	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          45	       0.356	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          46	       0.364	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          47	       0.372	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          48	        0.38	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          49	       0.388	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          50	       0.396	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          51	       0.404	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          52	       0.412	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          53	        0.42	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          54	       0.428	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          55	       0.436	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          56	       0.444	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          57	       0.452	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          58	        0.46	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          59	       0.468	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          60	       0.476	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          61	       0.484	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          62	       0.492	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          63	         0.5	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          64	       0.508	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          65	       0.516	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          66	       0.524	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          67	       0.532	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          68	        0.54	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          69	       0.548	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          70	       0.556	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          71	       0.564	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          72	       0.572	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          73	        0.58	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          74	       0.588	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          75	       0.596	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          76	       0.604	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          77	       0.612	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          78	        0.62	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          79	       0.628	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
          80	       0.636	 0.0000e+000	 0.0000e+000	 1.0000e+000	 0.0000e+000	 4.2667e-002	
